onset,offset,transcript,sub,tier
347.911543,350.847247,Oh you want to eat mommy's hand again? Yes it is very delicious,47,CG
351.743926,353.205636,"Okay, let us do this way",47,CG
355.330643,364.469401,Oh so big! Yeah! Airplane! Push ups,47,CG
366.017094,366.655824,(other),47,CG
367.122589,369.026497,[laughs] Is it funny?,47,CG
371.040954,375.462934,"Big kiss for mommy, big kiss for mommy? Big open mouth kiss",47,CG
375.843716,380.818443,Ok biggy girl. Ooh you are so tall. Yeah,47,CG
382.525818,396.270806,"What do you want to look at now? You want to play with some of those, the circle thing. Or do you want to play with the multi-colored round thing. Or do you want to play with that thing with the beads. It looks very fun",47,CG
397.351734,397.646533,Okay.,47,CG
400.029488,402.338745,What is going on around the room?,47,CG
404.672567,405.778062,There is Eor,47,CG
408.640066,413.49196,I just can not remember if she said we can take more toys out of the toy box,47,CG
415.641534,425.406739,"Maybe we can not because they are there. Hopefully we will not get in trouble and mess up the experiment, cause you know how Mommy hates when people mess up experiments",47,CG
427.335214,432.739856,(other),47,CG
428.010794,428.82149,"No, no, no, no, no",47,CG
434.176999,436.277439,(other),47,CG
435.061395,437.296951,These things are cool. What about this thing?,47,CG
437.210969,438.881494,(other),47,CG
439.151726,439.986989,What about this thing?,47,CG
442.505061,443.254341,What about this thing?,47,CG
445.772413,446.988457,(other),47,CG
447.356955,448.167652,No? Okay,47,CG
448.364184,449.076614,(other),47,CG
449.703061,451.619253,Alright. What else can we do,47,CG
453.731976,464.099062,It is not time to eat yet. But sometimes you get fussy at this time of day so let us play. Sit on Mommy's lap and look at toys,47,CG
465.32739,468.778991,Okay what is this fun thing? You want to grab on to it?,47,CG
470.449517,474.17135,Let us see. It is called Manhatten toy squish,47,CG
472.906172,476.959654,(other),47,CG
475.731326,477.033353,aw baby,47,CG
479.637408,481.541316,(other),47,CG
482.094063,485.607081,Do you have performance anxiety? Do you have troubles?,47,CG
483.187275,484.882367,(other),47,CG
485.82818,489.120098,(other),47,CG
487.056507,488.223419,This a weird place?,47,CG
489.328914,490.839757,It is ok. It is ok,47,CG
491.748719,493.640344,(other),47,CG
494.807255,495.998733,(other),47,CG
497.177928,499.057269,Hi [kisses],47,CG
497.509576,497.890358,(other),47,CG
500.064498,512.716273,Okay. Let us do more biggy girl airplane. Biggy girl airplane! Is that funny! Biggy girl airplane!,47,CG
507.336198,507.64328,(other),47,CG
509.964819,510.443867,(other),47,CG
513.797202,515.455444,(other),47,CG
516.081891,525.466315,"What is going on. Ooh, oooh, ooh, ooh",47,CG
526.105046,531.128906,Do you need a change of scenery? Is that the problem. You have not walked around the roome enough today?,47,CG
531.927319,539.948299,"Ooh, ooh, biggy girl, biggy girl",47,CG
542.343538,544.050914,Hi. What are you doing?,47,CG
544.480828,545.352941,[Kisses],47,CG
547.355115,547.920146,Is that fun?,47,CG
549.627521,550.278535,(other),47,CG
550.352235,551.715679,[laughs],47,CG
552.256143,553.545887,At least that makes you laugh,47,CG
555.990259,557.697635,Big kiss [kiss],47,CG
559.662959,561.149235,Better be careful with those sharp nails,47,CG
566.443328,567.315441,[laughs],47,CG
571.73742,578.603772,Oh you toothless wonder you. Are you having fun? Is this kind of weird. This is not your usual room,47,CG
579.770684,584.991076,Let us take a walk around. Let us look at those fun pads on the wall. The little sound,47,CG
589.511322,593.429688,"Things, ok. Let us see. Here they are",47,CG
594.805415,596.107442,It is very exciting is it not,47,CG
596.807589,599.116845,(other),47,CG
597.728835,599.939825,oh sweetie,47,CG
603.244026,606.81846,"It is not fun to eat again. Maybe you are just fussy. Oh look, bees",47,CG
607.592306,610.822808,Look [unintelligible] Very exciting,47,CG
611.780904,620.219515,"Just be careful when the, when you get near a nest because I do not want you to get stung. But they are cute. They are mostly girls",47,CG
621.595242,622.283106,Let us see,47,CG
624.444963,627.368383,"There is Kanger and Roo, Kanga and Roo",47,CG
628.166796,633.116956,"Let us see, what is this? Is this exciting? It is a very interesting pattern",47,CG
635.094564,636.150926,"What other, oh there is Tigger",47,CG
637.600353,640.29039,[singing],47,CG
640.781721,650.067879,"That is kind of like you. you are a kitty tiger. And you growl a lot. And that is Tigger, and he is bouncy, bouncy, bouncy",47,CG
651.27164,663.825149,"And then piglet, and then a butterfly, and that would be a [unintelligible] We will teach you that later. Poor Eor, and he has got a nice bow",47,CG
665.188593,668.701611,But I think he is a guy but he has a pink boy so I am not sure what that means,47,CG
671.219682,685.713949,"and there is some honey, that is not spelled correctly. And you would like that I bet but you are not allowed to have that for a while because of the [unintelligible] or whatever the [unintelligible] is in honey",47,CG
687.10196,691.511656,"Ok, what else do you want to do. Do you want to do something on the ground or are you going to be too crazy?",47,CG
693.022499,694.705308,Can not go in the little seats,47,CG
695.859936,698.660524,Let us see. What does Mommy usually do with you,47,CG
700.748681,718.4366,"We juggle between babies. And we have tummy time, and we have back time, and we have [unintelligible], and we have bouncy seat time, and we play with your apple. And we did pull ups, so maybe we can try pull ups again? Cause you like that",47,CG
719.628078,724.897604,And then there is a nice mobile over there. You were playing with that before. Well kind of. Alright,47,CG
728.250938,730.474212,alright. Do not cry. Be happy,47,CG
733.274799,734.318877,Sit up like a biggy girl,47,CG
737.549379,740.042884,Oh you are trying to eat the overalls. Well that is no good,47,CG
742.46269,743.555902,That is not exciting enough,47,CG
745.140445,745.828308,Are you going to growl?,47,CG
746.331922,752.842059,"Let us do more stand up. Ooh biggy girl, biggy girl ",47,CG
756.232244,759.732978,what about these toys? See these seem to be the most exciting to you,47,CG
761.759719,766.292248,And there is this thing. What is that? Kinda looks like your apple,47,CG
763.71276,764.142674,(other),47,CG
767.299477,770.001798,You are more interested in eating the overalls,47,CG
771.746023,772.397037,[unintelligible],47,CG
773.0112,775.750371,I probably made lots of bad noises by doing that but,47,CG
777.199798,777.617429,See?,47,CG
779.300238,783.132621,"what about this one? look, it has got moving parts",47,CG
785.331328,789.80244,Look at the beads going back and forth. That is very exciting,47,CG
791.399266,796.042345,Which one do you want to play with? Do you want this one? Do you want to hold on to this one?,47,CG
796.300294,796.570526,(voc),47,CG
797.602321,798.830649,It is really cool,47,CG
802.650748,805.930383,"Is that a nice noise, kind of soothing",47,CG
814.884892,817.194149,Your eyes are getting heavy is that putting you asleep?,47,CG
821.063381,823.974518,Here take it. You can hold it if you want,47,CG
826.197791,829.145777,"You want to try to eat it? ok, hopefully it is clean enough",47,CG
830.214422,831.418184,[laughs],47,CG
833.186975,838.333669,what do you think about that? Is it delicious? Did they put some kind of delicious flavoring on it?,47,CG
846.231816,850.088765,"What is, the purple side taste pretty good? how about this one?",47,CG
854.437045,854.633577,(voc),47,CG
854.989792,855.346008,Yeah?,47,CG
861.622762,866.425524,What are you thinking? What are you thinking big girl? What are you thinking?,47,CG
868.611947,891.827341,"Did you sleep better than your brother last night? Yes you did. He was naughty, and he woke up at 10:30, and 12:30, and 4:00, and 7:30. And you were a good girl and only woke up at 12:30, and 4:00, and 7:30",47,CG
895.512324,896.568686,Why do you not play with that one?,47,CG
899.590372,915.337533,"Okay. You want to try on your tummy again. let us go on the soft fluffy thing over here, and you can have your toys. And then you can play with your toes, because that is one of your favorite games too. But maybe it is harder with these overalls cause if they are stiff",47,CG
915.669182,918.32237,(other),47,CG
917.351991,918.371503,"Here, here is a toe",47,CG
6.643251,12.394125,want to take it can you grab it can you grab the toy can your grab it ,48,CG
11.799207,12.394125,(voc),48,CG
13.683114,15.56702,do you want to grab the toy,48,CG
19.433987,27.267074,there you go what do you think of that thing that is much bigger than your one at home yeah you want to eat it yeah hopefully it is clean otherwise we are in trouble,48,CG
30.539123,46.205296,it is kind of hard to eat though is it not ok next  here do you want to grab that one again ok try that again oh this one makes noise is that exciting that is maybe more exciting go [x4] kick [x5] come on kick [x2],48,CG
52.055323,56.120596,that one is really fun is it not want to try holding that one,48,CG
58.054079,67.225732,do not hit yourself in the face though it would probably not feel very good it is wooden you want to try poke yourself in the eye oh good job try to eat it ,48,CG
69.307945,74.910089,which one is more excitng that one makes noise so it probably sounds better ,48,CG
78.43002,81.007998,that probably sounds really good on the microphone ,48,CG
96.327136,97.070784,(other),48,CG
110.208556,111.695851,voc),48,CG
112.092463,114.67044,what do you think Ollie what do you think of that,48,CG
116.504771,119.528937,do you wish you had one of those at home just got some new toys,48,CG
138.020971,138.665466,what do you think,48,CG
145.556599,146.349823,oops,48,CG
147.638812,149.770601,(voc),48,CG
153.637568,157.901147,is that too heavy for you here why do you not try this one,48,CG
161.81769,162.660491,(voc),48,CG
164.643551,166.428305,(voc),48,CG
166.77534,168.560094,why do you not try this one here,48,CG
171.286801,172.377484,there you go,48,CG
183.978385,184.573303,(other),48,CG
197.116157,198.504299,(voc),48,CG
200.586512,202.123383,want to try some tummy time,48,CG
205.197126,208.171716,you are such a big boy [x2],48,CG
210.1052,218.384475,look at you standing up let us try this there we go you like this,48,CG
221.458218,229.63834,there is that and theen there is that toy then let us go over here and check out that toy,48,CG
233.158271,236.876509,which one od you like better there is also some blocks,48,CG
238.165498,238.562109,(voc),48,CG
247.634609,252.245223,which one ssounds better this one crinkly  you like crinkles ,48,CG
259.830427,265.928337,am i making it too complicated too many things to choose from you try to turn,48,CG
262.656288,263.0529,(voc),48,CG
271.282598,276.78559,come on you can do it you do not want to do it  you can move ,48,CG
274.257188,274.852106,(voc),48,CG
279.016532,280.156792,you like that one huh,48,CG
287.147078,292.997105,how does that taste delicious hope that one is clean too,48,CG
302.862828,305.688688,ollie [x2],48,CG
310.05142,315.901447,(other),48,CG
312.778127,325.420134,is this not fun for you okay come on lets do fun things come on you are drooling everywhere come here ,48,CG
327.353618,328.295571,it is okay ,48,CG
333.401951,334.195175,(voc),48,CG
334.54221,340.49139,come on it is okay it is okay sweetie let us try something different i know you are getting frustrated ,48,CG
340.49139,352.588055,(other),48,CG
357.446552,360.768178,want to do airplane come on let go,48,CG
359.875801,361.313519,(other),48,CG
362.00759,362.354626,(voc),48,CG
362.99912,384.118708,let go a little more hug and then we will play there again let us play biggie boy i am a biggie boy i am a biggie boy and i like to play airplane and then probably spit up on mommy ,48,CG
363.941074,364.337686,(voc),48,CG
397.851398,405.734062,is that funny [x2] what do you think are you dancing for mommy,48,CG
408.857381,409.650605,(voc),48,CG
416.839197,420.111246,are you happy are you a happy baby,48,CG
421.945576,425.663814,most of the time except when you are crabby and you do not take a nap,48,CG
431.910453,438.206668,let us see you you looking at the sesae street that is very exciting is it not,48,CG
439.991422,452.782158,oh look how tall you are so strong strong boy strong boy srong boy  ,48,CG
456.797855,459.27668,you going to say something for the nice ladies ,48,CG
463.589835,467.506378,hey mister what about your toes what if i tickle your toes ,48,CG
476.529301,485.403494,Ollie Oliver [x4] what do you see,48,CG
489.270461,492.889545,Oliver [x2],48,CG
496.905242,498.194231,Oliver,48,CG
508.406989,516.091347,what about let us see here let us look at these shapes what about these ,48,CG
514.504899,515.248546,(voc),48,CG
516.487959,517.0333,(voc),48,CG
519.115513,521.296879,big reed to put on your hand,48,CG
522.288409,523.131209,(voc),48,CG
523.131209,526.403258,there is another one what do you think about that,48,CG
534.335498,539.094842,okay well you were seem to be having the most fun doing this will get back to this you can try to get around ,48,CG
545.242328,546.333011,there we go,48,CG
555.207204,560.710195,did you want to play with any of the toys can you get there do you think you can get there,48,CG
560.710195,569.286929,(other),48,CG
568.592858,572.707708,are you getting frustrated i can help you push against me push,48,CG
574.046273,576.277215,(other),48,CG
576.078909,576.277215,push,48,CG
577.120016,579.450111,(otheR),48,CG
580.491218,580.88783,push,48,CG
583.217925,597.495957,(otheR),48,CG
600.123511,602.651913,it is okay it is okay buddy here i am,48,CG
602.651913,605.626502,(other),48,CG
608.20448,622.284206,(other),48,CG
608.20448,609.394316,[unintelligible] one of the toys,48,CG
624.91176,626.448632,(other),48,CG
626.696514,631.307128,you getting tired what about this toy fun ,48,CG
633.934683,637.65292,go [x3] kick [x10],48,CG
638.892333,640.032592,what about this one,48,CG
642.957606,645.882619,which one do you want to grab on to this one,48,CG
647.41949,649.204244,go [x3] kick [x3],48,CG
657.582673,660.507686,(voc),48,CG
669.877644,670.720445,(other,48,CG
672.653928,677.214966,other),48,CG
679.198026,681.875157,other),48,CG
683.362452,686.237889,(other),48,CG
688.76629,693.376904,(other),48,CG
691.691303,692.484527,I am right here,48,CG
696.351494,697.343024,I am right here,48,CG
698.284978,702.746862,(other)  ,48,CG
704.283734,707.159171,buddy [x2] i am right here,48,CG
707.159171,708.349007,(Voc),48,CG
709.092654,711.026138,what is going on are you looking for life,48,CG
711.026138,712.810892,(voc),48,CG
713.802422,714.050304,ok,48,CG
714.843528,715.289717,(voc),48,CG
717.173623,717.471082,(voc),48,CG
719.20626,720.544825,ok big buddy,48,CG
723.965604,729.071983,(voc),48,CG
730.658431,731.203772,(voc),48,CG
731.451655,732.344032,what do you have to say,48,CG
733.633021,736.161422,(voc),48,CG
742.606367,746.175875,do youl ike bouncing on mommys tummy it is fun is it not ,48,CG
748.902582,749.200041,(voc),48,CG
769.625559,774.484055,Ollie come on say something for the ladies say something,48,CG
779.441705,780.482812,(voc),48,CG
780.482812,787.522674,you mostly talk when you are by yourself do you not when nobody is looking  and you go ,48,CG
784.795967,785.04385,(voc),48,CG
797.388398,800.015952,like when mommy holds you in her arms you have the [unintelligibile] in your mouth you want to play iwth the toys okay ,48,CG
804.57699,804.924025,(voC),48,CG
806.659203,807.055815,(voC),48,CG
809.187604,833.727971,what do you want to do you want to see this  what is this do you see a baby do you see a baby over this is there a baby down there can you see can you see yourself that is oliver there is an oliver in there yeah there is a baby ,48,CG
835.810184,837.347055,what do you think about that ,48,CG
841.015716,841.511481,(voc),48,CG
842.255128,854.302218,look at all the colors there is red and blue and yellow and this is like a song like your little toy at home where you always smile at it and laugh at it and it crinkles ,48,CG
856.38443,857.475113,what else,48,CG
862.680646,863.622599,(other),48,CG
873.141287,877.801478,what are you thinking about drooler trying to think about where you are going to get to ,48,CG
881.965904,890.493061,what color is most exciting for you do you like the blue or the yellow or the red do you like this thing ,48,CG
893.715534,898.821913,velcro sounds like your little swaddle probably do not like that do you,48,CG
903.878716,913.843592,where do you want to go do you want to go over there that is oliver that is a baby right there that is a baby,48,CG
915.975381,922.569056,mostly your [unintelligible] i cannot really provide [unintelligible] but we can try,48,CG
5.674842,10.207424,"Look around! yeah take it in, take it in",53,CG
10.644885,11.738537,(voc),53,CG
11.811447,16.356181,Yeah. It is pretty interesting is it not. So many toys,53,CG
17.753626,24.218328,"Look at that. Yeah look at that [unintelligible] Looky here, yeah look at this",53,CG
24.692244,33.566239,"oooh, oooh, yeah, yeah, yeah",53,CG
34.160654,37.193382,This is pretty interesting. You want to eat it?,53,CG
38.139593,45.102738,[not english] Yeah [not english] Yeah,53,CG
49.566914,51.24098,Yeah [laughs] ,53,CG
53.024225,55.462538,Got it? got it? [not english] Yeah,53,CG
56.323833,60.836533,You like it? Is it not cool? Ooooh. Yes,53,CG
63.153538,63.44468,(other),53,CG
64.293844,65.725292,Yeah. Do you want to sit down?,53,CG
66.10135,69.340304,[Not english],53,CG
70.517003,70.965846,Yeah,53,CG
74.313979,79.154213,Oooh. oooh,53,CG
81.070898,82.004978,Yeah,53,CG
90.727105,91.309389,Yeah,53,CG
94.596867,95.676518,Yeah,53,CG
99.958731,100.443967,(other),53,CG
104.956667,111.009993,"Yeah. Are you going to sit? [not english] Ooh, yeah. Yeah",53,CG
111.337528,111.798503,(voc),53,CG
123.686798,124.014333,(other),53,CG
126.343469,128.3572,Let us stand you up. Let us stand you up,53,CG
129.533899,131.377798,"Yeah, yeah",53,CG
131.814511,135.211167,[not english],53,CG
136.606222,137.443255,There we go,53,CG
144.163781,144.612625,Yeah,53,CG
153.747203,155.578971,[kisses],53,CG
155.578971,161.765737,"Such a good baby. Such a good baby [kisses] Yeah, such a good baby [baby name]",53,CG
165.028953,166.994161,(other) (other),53,CG
167.188256,167.685623,Yeah,53,CG
168.753144,169.347558,That is ok,53,CG
169.723617,172.01636,[kisses],53,CG
174.369757,174.733684,(voc),53,CG
174.854993,175.570717,[unintelligible],53,CG
175.910383,176.189394,(voc),53,CG
180.896189,181.30864,(voc),53,CG
183.759084,184.001702,(other),53,CG
185.784947,188.368832,[unintelligible] Do you want to try that one? you want a [unintelligible],53,CG
189.254388,190.091421,[unintelligible],53,CG
196.290318,197.952254,"Yeah, yeah",53,CG
201.943324,208.117959,"[agoo a goo goo goo, a googoogoogoogoo agoago]",53,CG
214.789962,215.190282,Yeah,53,CG
232.125038,232.501096,[unintelligible],53,CG
233.714188,239.379325,Oh this one is just crinkly. Do you want to see it? Crinkly [unintelligible],53,CG
245.190032,247.858833,Ooh. [unintelligible],53,CG
250.515504,251.219097,(voc),53,CG
251.716464,252.141046,Yeah?,53,CG
254.421658,255.938022,See? See what you can do?,53,CG
257.041935,257.575695,Ooh,53,CG
258.473383,258.800918,(voc),53,CG
258.970751,259.407463,yeah,53,CG
278.319558,280.478861,Do you like that one? You want me to get this one?,53,CG
283.499459,292.609775,And looky here? And who is that baby in there? Who is that little baby in there? Who is that baby in there?,53,CG
310.502873,321.61479,"And we go back in. And we are going back in, and we are going back in. And we are out. And let us see this",53,CG
325.096362,325.799955,Look at that,53,CG
336.729909,337.093836,(voc),53,CG
337.312193,339.143961,"Yeah, yeah",53,CG
342.661926,343.414042,Ooh,53,CG
344.627134,348.533288,Do you want to try that? No. You just want to eat the thing,53,CG
350.910947,352.864024,Let us see if you like Sofie now,53,CG
359.026529,365.516568,"Sofie, do you remember Sofie your old friend? You remember Sofie? No?",53,CG
367.652127,371.53236,you do not care anymore you like this new thing now,53,CG
378.66229,379.583845,yeah,53,CG
385.258687,386.083236,[sound effect],53,CG
387.586827,388.605388,(other),53,CG
390.836522,391.321551,(other),53,CG
393.504183,394.61975,(voc),53,CG
403.544287,404.708357,(voc),53,CG
404.708357,405.629913,yeah,53,CG
408.055059,411.353257,[unintelligible] are you getting mad at this,53,CG
412.56583,413.147865,(voc),53,CG
414.166426,414.699958,(voc),53,CG
415.039479,423.430484,yeah may listen to this sofie sofie sofie nicer to eat you want to try sofie ,53,CG
427.795747,428.18377,no,53,CG
435.16819,443.462189,look at that there is another one there is another one yeah yeah there is another one,53,CG
439.727465,441.085546,(voc),53,CG
446.081347,446.566376,there is another one,53,CG
449.864575,451.077148,there is anotehr one,53,CG
458.352586,458.740609,(voc),53,CG
459.41965,462.475334,[imitaiton],53,CG
462.960363,463.833415,(voc),53,CG
464.027427,465.142994,there is another one oh,53,CG
469.944783,470.769333,yes,53,CG
474.019029,474.746572,(voc),53,CG
476.153157,481.294466,ah cozy cozy cozy ah cozy [x 5] ah cozy x[5] ah cozy [x5] ah cozy [x5] ah cozy [x5] ah cozy [x5] ah cozy x[6] ah cozy [x6],53,CG
489.248945,490.073495,(voc),53,CG
508.310592,509.474662,(voc),53,CG
510.056697,511.996814,[sound effects],53,CG
517.332135,518.544708,yeahooh,53,CG
520.096802,523.297994,hey by the way how would you like yeah going to get youl ong ,53,CG
526.54769,528.245292,[unintelligible],53,CG
530.718941,531.640496,you say that one ooh ooh,53,CG
536.975818,538.139888,[laughter],53,CG
538.770426,540.322519,ooh ,53,CG
540.322519,541.050063,[laughter],53,CG
542.214133,545.124308,ooh ooh you have it,53,CG
552.011722,553.563816,[unintelligible],53,CG
556.473991,558.705125,Look if you have mice on goosey goosey goosey ,53,CG
562.342844,563.312903,(Voc),53,CG
563.312903,564.137452,yeah,53,CG
566.223078,572.140434,[baby noises],53,CG
573.158995,587.176339,you are [unintelligible] [x4],53,CG
583.344608,583.781134,(voc),53,CG
589.310467,590.18352,[laughter],53,CG
592.608666,594.403274,yeah,53,CG
596.052373,598.477519,cozy [x2],53,CG
603.47332,605.558945,i like there we go there we go that is flying,53,CG
608.614629,611.088278,and that is a baby there ,53,CG
613.270909,616.035576,and that is a baby there ,53,CG
616.035576,617.151143,(other),53,CG
619.285271,620.691856,[baby noises],53,CG
623.456522,624.281072,[baby nosies],53,CG
626.512206,627.288253,[baby noises],53,CG
628.74334,630.198428,[baby noises],53,CG
632.235551,641.984637,ah uh oh it has gone too far now we have to find a new we have to find a new one ooh yeah yeah ,53,CG
646.786426,649.987619,[baby sounds] you will get out it i a baby. it is such a beatiful baby  look at us look at usy you are such a baby ,53,CG
654.643899,656.098987,(voc),53,CG
659.348682,659.97922,(voc),53,CG
664.101969,665.072027,(Voc),53,CG
665.072027,666.575617,it is a baby sort of,53,CG
670.067828,716.533624,and we pull the baby yes let me see pass the baby pass the baby pass the baby pass the baby pass the baby and he is comign at you and he is going away he is going far away but now he is coming back at you  and now he is going far far way now he is coming back at you and now he is coming far far away and now he is coming back at you and now is going far far away and now he is coming back at you you you you it is the baby ,53,CG
672.395968,673.220517,(Voc),53,CG
718.813261,737.244371,you have seen this baby before [x2] [unintelligilbe] and it is such a good baby yes and it is such a good baby it is such a good baby it is such a good baby ,53,CG
724.682114,725.458161,(voc),53,CG
739.329996,743.501247,it is such a good baby too yeah yeah,53,CG
744.810826,748.642557,ok let us find you a new look,53,CG
753.007819,756.112006,ok there you go,53,CG
757.470088,761.204813,[sound effect],53,CG
762.756906,764.551514,(voc),53,CG
770.517373,771.29342,[sound effet],53,CG
775.61018,776.725747,[sound effect],53,CG
780.411969,782.352085,[sound effect],53,CG
785.310763,793.750271,you are such a good baby [x2] there you go,53,CG
796.320926,805.973007,look at the sky [x2] yeah yeah you want to come walk you want to come walk ,53,CG
798.309546,798.988587,(other),53,CG
802.286785,804.85744,(voc),53,CG
806.555042,808.155638,[sound effect],53,CG
807.476597,808.786176,(voc),53,CG
809.51372,810.483778,[sound effect],53,CG
812.66641,820.087356,good and we go back down and we go back up,53,CG
822.706514,831.922069,good and we are going back down and we are going back down just be careful ,53,CG
833.037636,833.862185,(voc),53,CG
835.026255,837.839425,let us put this underneath your head so it does not hurt you when you go down,53,CG
837.839425,843.756781,(voc),53,CG
839.391518,854.087903,yes and we are coming back up we are coming back we are coming back we are coming back up and we are going back down [name] where you go,53,CG
856.125025,859.617235,(voc),53,CG
860.247773,863.400463,yeah [x2],53,CG
863.206451,882.365105,ooh [x3] lookie here ooh yeah ooh this does not do much but you can still look at yeah yeah yeah yeah follow it follow it come to mama sonya ,53,CG
882.94714,885.420788,[sound effect],53,CG
885.905818,890.077069,we do not want you falling down it is going to hurt your head mama is coming back  ,53,CG
889.640542,891.726168,(voc),53,CG
893.957302,896.139934,[sound eeffect],53,CG
896.139934,897.837536,(voc),53,CG
897.304004,899.971664,ok your crying get a new one not the old one,53,CG
904.579441,906.131535,(voc),53,CG
905.88902,907.974646,[imitation],53,CG
5.270881,6.978049,what is that,59,CG
8.322444,9.197368,want to grab that,59,CG
16.02604,17.477133,are you going to put that in your mouth huh,59,CG
24.305805,25.714219,[ooo],59,CG
32.713608,34.634172,everything goes in your mouth huh,59,CG
50.841598,51.135018,where did it go,59,CG
52.004606,52.511422,where did it go,59,CG
63.986792,67.086369,oh no fussy britches no fussy britches,59,CG
68.628155,69.471069,oh look at this,59,CG
72.346581,73.136146,[ooo],59,CG
78.748461,78.999201,(voc),59,CG
79.409988,80.562327,do you like that,59,CG
82.562914,82.872339,(voc),59,CG
88.324607,89.546299,are you tired little girl,59,CG
89.279554,90.78933,(voc),59,CG
91.114759,92.309777,are you tired little girl,59,CG
92.608531,93.520799,(voc),59,CG
105.182891,106.436592,(other),59,CG
106.319225,107.727638,alright alright come here,59,CG
107.332856,108.559883,(other),59,CG
108.229119,109.49349,you are alright,59,CG
109.530835,110.944583,(voc),59,CG
110.090999,111.712809,you are okay come here,59,CG
111.270012,112.294313,(voc),59,CG
113.067873,113.313279,(voc),59,CG
113.574689,113.836099,(voc),59,CG
114.070835,114.593655,here,59,CG
128.464395,129.173937,(voc),59,CG
139.859742,140.174501,(voc),59,CG
144.20235,145.199977,want to grab that,59,CG
146.122915,146.757768,(voc),59,CG
150.257462,151.46315,what about red you like red,59,CG
160.020329,160.356428,[laugh],59,CG
165.776687,166.608931,very good ,59,CG
167.014383,167.723925,very good,59,CG
168.700212,168.988296,look,59,CG
171.618402,171.911822,[gasp],59,CG
172.738731,173.763032,look what you did,59,CG
184.555535,185.233067,[gasp],59,CG
191.426886,193.006017,oh this you like this huh,59,CG
201.168414,203.190341,you [unintelligible] little baby girl huh,59,CG
206.124536,206.407286,(other),59,CG
208.87201,209.90698,yes are you going to try standing,59,CG
211.134007,211.358073,(voc),59,CG
216.772997,217.738614,look at you now,59,CG
218.480165,219.285735,big tall girl,59,CG
223.324254,223.745711,look at that,59,CG
257.046158,258.587944,there is a smiley face on that,59,CG
259.809636,263.021246,[laughs] you can not eat everything silly,59,CG
267.854666,268.462844,look at you,59,CG
269.545829,272.010553,look at you oh there it goes,59,CG
289.834454,290.682703,can you grab that,59,CG
293.819625,296.19899,look at you look at you,59,CG
297.831469,299.047827,good job little girl,59,CG
305.5404,308.341223,[unintelligible] oh goodness,59,CG
308.997415,309.813655,(voc),59,CG
309.813655,310.491187,come here you,59,CG
311.206064,311.398121,(voc),59,CG
311.43013,312.395747,what are you doing,59,CG
314.497697,315.847427,are you a little tired girl,59,CG
319.096381,319.357791,(voc),59,CG
319.389801,320.045994,see,59,CG
322.857486,324.217886,are you a tired little baby,59,CG
331.041223,333.164513,woah what is that,59,CG
334.94637,337.181693,something you can put in your mouth huh yes,59,CG
340.083878,341.743032,do not eat the overalls silly,59,CG
340.345289,340.467991,(voc),59,CG
343.311493,344.074384,silly bean,59,CG
345.146699,345.450788,(voc),59,CG
345.589495,345.88825,(voc),59,CG
352.919648,353.65053,want to grab that,59,CG
356.776781,358.067827,look at you,59,CG
358.980095,362.602492,look at you [gasp] good job little girl,59,CG
364.05892,364.341669,(voc),59,CG
366.251564,368.396193,yes are you holding on to that with both of your hands,59,CG
369.324466,370.21006,good job,59,CG
376.777322,377.902986,look at you,59,CG
377.593561,377.945665,(voc),59,CG
379.039319,381.162609,are you mad because you cannot eat it,59,CG
379.316734,379.578144,(voc),59,CG
380.975888,381.14127,(voc),59,CG
382.037533,382.245594,(voc),59,CG
383.899413,384.208837,(voc),59,CG
386.054713,386.332128,(voc),59,CG
388.748837,388.940894,(voc),59,CG
390.717416,390.872128,look,59,CG
391.245571,391.405618,(voc),59,CG
392.221857,393.742304,see you can make it do a sound,59,CG
394.46785,394.697251,(voc),59,CG
398.954501,401.648626,look at you good job,59,CG
405.201669,405.367051,(voc),59,CG
412.217063,413.043973,[laughs],59,CG
413.785524,414.559084,is that good,59,CG
414.76181,414.873843,(voc),59,CG
415.444678,415.855465,yes,59,CG
417.18919,418.2455,good job little girl,59,CG
418.944372,419.659249,oh no,59,CG
421.259719,421.574478,(voc),59,CG
422.006605,423.692433,oh here comes the butterfly,59,CG
424.871446,427.117439,here comes the butterfly [kiss sounds],59,CG
428.899296,429.688861,he is going to get you,59,CG
432.318967,434.943738,i got your chin oh he got your chin,59,CG
436.885641,437.888603,oh he is going to get you,59,CG
439.323691,440.758779,it is going to get you,59,CG
441.831094,442.263221,got you,59,CG
442.81805,443.901035,[laughs],59,CG
445.426816,447.544772,you are just going to eat everything in your path huh ,59,CG
448.803808,449.678732,[kiss sound],59,CG
458.139883,459.041482,(voc),59,CG
461.244795,462.674549,are you going to eat the microphone,59,CG
463.4161,465.293985,huh are you going to eat that microphone,59,CG
465.379343,466.046205,(voc),59,CG
471.338426,471.573162,(voc),59,CG
472.256029,472.99758,[laugh],59,CG
473.082939,473.312339,(voc),59,CG
478.796617,480.151681,good job little girl,59,CG
480.151681,481.352034,(voc),59,CG
481.581435,482.851141,(voc),59,CG
483.69939,484.478285,tell me about it,59,CG
486.201458,488.255395,you got a story to tell me huh,59,CG
489.349049,490.528062,you got a story to tell me,59,CG
493.195512,493.86771,what are you doing,59,CG
494.193139,494.587921,(voc),59,CG
494.710624,496.23107,huh really,59,CG
