sub,cat,lag,interrupt,inf_onset,inf_offset,cgtype,cg_onset,cg_offset,month
11,V,,0.0,268.88,271.77,,,,Ten
11,V,,0.0,288.796,289.166,,,,Ten
11,V,,0.0,306.041,306.261,,,,Ten
11,V,,0.0,306.941,307.191,,,,Ten
11,V,,0.0,307.996,308.206,,,,Ten
11,V,,0.0,315.411,316.07,,,,Ten
11,VC,,0.0,320.201,320.621,,,,Ten
11,V,,0.0,336.841,337.131,,,,Ten
11,V,,0.0,353.116,354.256,,,,Ten
11,V,,0.0,361.816,362.076,,,,Ten
11,V,,0.0,363.346,363.536,,,,Ten
11,V,,0.0,371.581,371.791,,,,Ten
11,V,,0.0,391.136,392.896,,,,Ten
11,C,,0.0,399.096,399.376,,,,Ten
11,V,,0.0,400.006,400.226,,,,Ten
11,VCV,,0.0,401.336,402.016,,,,Ten
11,V,,0.0,404.496,405.306,,,,Ten
11,V,,0.0,407.871,409.21,,,,Ten
11,V,,0.0,411.716,412.666,,,,Ten
11,VCV,,0.0,417.871,419.221,,,,Ten
11,V,,0.0,420.286,420.956,,,,Ten
11,VCV,,0.0,421.761,422.361,,,,Ten
11,V,,0.0,423.791,424.511,,,,Ten
11,V,,0.0,428.731,429.561,,,,Ten
11,V,,0.0,431.246,431.876,,,,Ten
11,VCV,,0.0,445.111,445.731,,,,Ten
11,VCV,,0.0,454.171,455.071,,,,Ten
11,V,,0.0,467.621,467.871,,,,Ten
11,V,,0.0,487.176,487.806,,,,Ten
11,V,,0.0,547.041,547.221,,,,Ten
11,V,,0.0,552.531,553.121,,,,Ten
11,VCV,,0.0,555.896,556.576,,,,Ten
11,CV,,0.0,566.056,566.536,,,,Ten
11,V,,0.0,567.176,568.046,,,,Ten
11,V,,0.0,570.291,571.341,,,,Ten
11,V,,0.0,587.626,588.376,,,,Ten
11,V,,0.0,590.511,591.441,,,,Ten
11,V,,0.0,593.856,594.306,,,,Ten
11,V,3.11430299999995,1.0,608.081,608.621,"Thank you. More? Yeah, clap clap. Clap, clap. You want me to clap too. Clap [x6]",602.327083,611.195303,Ten
11,V,0.33430299999997715,1.0,610.861,611.111,"Thank you. More? Yeah, clap clap. Clap, clap. You want me to clap too. Clap [x6]",602.327083,611.195303,Ten
11,V,,0.0,639.146,639.386,,,,Ten
11,V,,0.0,657.496,658.886,,,,Ten
11,V,,0.0,671.681,672.101,,,,Ten
11,V,,0.0,686.301,687.211,,,,Ten
11,V,,0.0,689.466,690.49,,,,Ten
11,V,,0.0,694.051,694.701,,,,Ten
11,V,,0.0,764.391,765.0,,,,Ten
11,V,,0.0,787.036,787.646,,,,Ten
11,C,,0.0,795.241,795.471,,,,Ten
11,V,,0.0,835.966,836.646,,,,Ten
11,V,,0.0,909.356,909.766,,,,Ten
11,CV,,0.0,945.511,945.871,,,,Ten
11,V,0.7240359999999555,1.0,946.981,947.151,"Boo, boo",945.557358,947.705036,Ten
11,V,,0.0,964.666,965.126,,,,Ten
11,V,,0.0,968.186,969.646,,,,Ten
11,V,,0.0,974.226,974.636,,,,Ten
11,V,,0.0,982.751,983.251,,,,Ten
11,V,,0.0,984.231,984.941,,,,Ten
11,V,,0.0,992.196,992.656,,,,Ten
11,V,0.14138500000001386,1.0,993.606,994.096,[laughs],992.758006,993.747385,Ten
11,CV,,0.0,1002.751,1004.001,,,,Ten
11,CV,,0.0,1008.126,1008.616,,,,Ten
11,V,,0.0,1013.681,1014.221,,,,Ten
11,V,,0.0,1017.281,1017.761,,,,Ten
11,CV,,0.0,1031.133,1031.421,,,,Ten
11,V,,0.0,1040.863,1041.218,,,,Ten
11,VCV,,0.0,1044.279,1044.779,,,,Ten
11,V,,0.0,1070.806,1071.495,,,,Ten
11,CV,1.2232300000000578,1.0,1073.307,1073.641,Should we go see? Do you want to come see? Let us go see,1071.484489,1074.53023,Ten
11,V,,0.0,1078.352,1079.141,,,,Ten
11,CV,0.4097909999998137,1.0,1097.314,1098.147,"One, two, three, peek-a-boo!",1094.06165,1097.723791,Ten
11,V,,0.0,1104.95,1105.339,,,,Ten
11,CV,,0.0,1230.95,1231.516,,,,Ten
11,V,4.831036999999924,1.0,1235.68,1236.591,"Are you going to say hi? One, two, three. Anya. Peek-a-boo!",1235.18099,1240.511037,Ten
11,V,,0.0,1274.74,1275.052,,,,Ten
11,CV,,0.0,1291.784,1292.44,,,,Ten
11,V,,0.0,1303.183,1303.483,,,,Ten
11,V,,0.0,1306.155,1306.488,,,,Ten
11,V,,0.0,1306.999,1307.976,,,,Ten
11,V,,0.0,1346.564,1347.108,,,,Ten
11,V,,0.0,1378.524,1378.946,,,,Ten
11,V,,0.0,1385.915,1386.548,,,,Ten
11,V,,0.0,1411.356,1411.834,,,,Ten
11,V,,0.0,1438.482,1439.037,,,,Ten
11,V,0.7289969999999357,1.0,1485.496,1485.741,[buzz] bee,1485.463562,1486.224997,Ten
11,V,,0.0,1512.277,1512.577,,,,Ten
11,V,,0.0,1528.51,1528.966,,,,Ten
11,V,,0.0,1532.065,1532.687,,,,Ten
11,V,,0.0,1553.656,1554.101,,,,Ten
11,V,,0.0,1555.022,1556.589,,,,Ten
11,V,,0.0,1557.292,1557.903,,,,Ten
11,V,,0.0,1565.467,1567.289,,,,Ten
11,V,,0.0,1615.406,1615.939,,,,Ten
11,V,,0.0,1631.006,1631.283,,,,Ten
11,V,,0.0,1634.604,1635.882,,,,Ten
11,V,,0.0,1639.085,1639.807,,,,Ten
11,V,,0.0,1756.156,1756.478,,,,Ten
11,V,,0.0,1777.338,1778.116,,,,Ten
11,V,,0.0,1787.411,1787.756,,,,Ten
11,VC,,0.0,1789.347,1789.947,,,,Ten
11,V,,0.0,1791.54,1791.822,,,,Ten
11,V,,0.0,1795.194,1795.812,,,,Ten
11,V,,0.0,1797.459,1798.168,,,,Ten
11,V,,0.0,1805.389,1806.026,,,,Ten
27,V,,0.0,617.901,618.541,,,,Ten
27,V,6.940823000000023,1.0,656.081,656.301,oh woah did you fall down did you fall down fall down  ,654.700901,663.021823,Ten
27,V,1.5232469999999694,1.0,665.951,666.551,oh yeah your tummy tummy tummy,665.138549,667.474247,Ten
27,V,,0.0,669.091,669.511,,,,Ten
27,V,2.076714999999922,1.0,679.801,680.231,something under you it is that toy again. aw we need to play with tha obe someone  more ,673.824425,681.877715,Ten
27,V,,0.0,687.356,687.616,,,,Ten
27,V,,0.0,689.396,689.576,,,,Ten
27,V,,0.0,701.776,702.306,,,,Ten
27,V,,0.0,707.421,708.051,,,,Ten
27,V,0.8578019999999924,1.0,716.396,716.736,yeah they are soft huh,715.745331,717.253802,Ten
27,CV,,0.0,759.286,760.126,,,,Ten
27,V,,0.0,825.886,826.276,,,,Ten
27,V,,0.0,831.281,831.531,,,,Ten
27,V,,0.0,858.256,858.476,,,,Ten
27,V,,0.0,871.376,872.196,,,,Ten
27,V,,0.0,882.616,883.586,,,,Ten
27,V,,0.0,884.211,885.061,,,,Ten
27,V,,0.0,886.316,887.026,,,,Ten
27,V,8.551138000000037,1.0,891.471,891.811,moo what did you find over there who is that lets see is that a doggy  ruff ruff ruff ruff doggy ruff ruff ruff ruff ,887.492094,900.022138,Ten
27,V,7.211138000000005,1.0,892.811,893.731,moo what did you find over there who is that lets see is that a doggy  ruff ruff ruff ruff doggy ruff ruff ruff ruff ,887.492094,900.022138,Ten
27,VC,3.9311380000000327,1.0,896.091,896.801,moo what did you find over there who is that lets see is that a doggy  ruff ruff ruff ruff doggy ruff ruff ruff ruff ,887.492094,900.022138,Ten
27,V,,0.0,902.896,903.156,,,,Ten
27,CV,,0.0,920.796,921.816,,,,Ten
27,CV,,0.0,923.536,924.626,,,,Ten
27,V,1.9060739999999896,1.0,932.081,932.911,there is the rooster cock-a-doodle-doo,931.262094,933.987074,Ten
27,V,,0.0,935.366,936.506,,,,Ten
27,VCVC,0.4532809999999472,1.0,937.086,938.266,moo,936.395762,937.539281,Ten
27,CVCV,,0.0,945.526,946.376,,,,Ten
27,CV,0.07334500000001754,1.0,947.271,947.771,yeah,946.857741,947.344345,Ten
27,CV,0.6499259999999367,1.0,962.801,963.151,big girl so big,961.042238,963.450926,Ten
27,CV,1.9564159999999902,1.0,965.436,965.716,so big yeah so big,964.326813,967.392416,Ten
27,V,1.402629999999931,1.0,977.206,977.466,which one are we going to play with oh back to that one,975.178074,978.60863,Ten
27,V,,0.0,1046.286,1046.536,,,,Ten
27,V,1.0262179999999717,1.0,1050.281,1050.511,tired of that toy,1050.115039,1051.307218,Ten
27,V,0.041217999999844324,1.0,1051.266,1052.006,tired of that toy,1050.115039,1051.307218,Ten
27,V,,0.0,1053.586,1054.026,,,,Ten
27,V,1.188566000000037,1.0,1096.346,1096.726,what yeah,1096.123415,1097.534566,Ten
27,V,,0.0,1099.266,1100.076,,,,Ten
27,V,8.098390999999992,1.0,1113.961,1114.241,Peyton is in the box [x2] did you want that butterly ok got it now you can come out of the box. you get the butterfly boop. ,1108.848101,1122.059391,Ten
27,V,,0.0,1184.051,1185.261,,,,Ten
27,V,,0.0,1236.326,1236.896,,,,Ten
27,VCVC,,0.0,1238.351,1239.321,,,,Ten
27,VCV,,0.0,1245.616,1246.806,,,,Ten
27,V,,0.0,1247.791,1248.411,,,,Ten
27,V,6.368716999999833,1.0,1301.111,1301.851,you love shoes do you not. yes you do you are shaking your head you loves shoes you cannnot have them because you do not [unintelligible] oh no mommy is so mean mommy is so mean but you cannot eat your shoes sorry sorry no shoes no shoes no shoes ,1278.380818,1307.479717,Ten
27,V,5.348716999999851,1.0,1302.131,1302.911,you love shoes do you not. yes you do you are shaking your head you loves shoes you cannnot have them because you do not [unintelligible] oh no mommy is so mean mommy is so mean but you cannot eat your shoes sorry sorry no shoes no shoes no shoes ,1278.380818,1307.479717,Ten
27,V,2.188716999999997,1.0,1305.291,1305.521,you love shoes do you not. yes you do you are shaking your head you loves shoes you cannnot have them because you do not [unintelligible] oh no mommy is so mean mommy is so mean but you cannot eat your shoes sorry sorry no shoes no shoes no shoes ,1278.380818,1307.479717,Ten
27,V,0.7863569999999527,1.0,1312.046,1312.286,boo ok,1311.518528,1312.832357,Ten
27,V,,0.0,1352.736,1354.156,,,,Ten
27,V,,0.0,1359.986,1360.416,,,,Ten
27,V,,0.0,1380.716,1384.026,,,,Ten
27,CV,3.701148000000103,1.0,1400.856,1401.456,let us look [x2] what who is in there ,1398.450272,1404.557148,Ten
27,CV,2.3311479999999847,1.0,1402.226,1403.366,let us look [x2] what who is in there ,1398.450272,1404.557148,Ten
27,V,,0.0,1441.186,1441.656,,,,Ten
27,V,3.901333999999906,1.0,1455.861,1456.111,yeah you like the mirror look there is a mirror over here look peyton look here is the mirro here let me show you  ,1450.054591,1459.762334,Ten
27,VC,,0.0,1489.156,1490.186,,,,Ten
27,V,,0.0,1506.051,1506.331,,,,Ten
27,V,,0.0,1528.501,1528.751,,,,Ten
27,V,,0.0,1529.806,1530.036,,,,Ten
27,V,,0.0,1535.581,1535.971,,,,Ten
27,V,,0.0,1557.496,1557.996,,,,Ten
27,V,,0.0,1681.826,1682.106,,,,Ten
27,V,,0.0,1711.686,1713.526,,,,Ten
28,VC,,0.0,30.63,31.26,,,,Ten
28,V,,0.0,38.535,38.905,,,,Ten
28,V,,0.0,46.42,46.77,,,,Ten
28,V,,0.0,61.145,61.575,,,,Ten
28,V,,0.0,110.27,110.65,,,,Ten
28,V,,0.0,133.65,134.68,,,,Ten
28,V,,0.0,140.015,140.915,,,,Ten
28,V,,0.0,145.575,147.195,,,,Ten
28,V,,0.0,163.305,165.365,,,,Ten
28,V,,0.0,169.595,171.115,,,,Ten
28,V,,0.0,178.365,179.075,,,,Ten
28,V,,0.0,182.26,183.11,,,,Ten
28,V,,0.0,183.915,184.165,,,,Ten
28,CV,,0.0,207.79,209.66,,,,Ten
28,V,,0.0,210.695,211.015,,,,Ten
28,V,,0.0,236.125,237.395,,,,Ten
28,V,,0.0,246.92,247.77,,,,Ten
28,V,,0.0,249.145,249.445,,,,Ten
28,V,,0.0,260.275,260.695,,,,Ten
28,CVCV,,0.0,273.755,274.875,,,,Ten
28,CVCV,,0.0,282.585,285.81,,,,Ten
28,CV,,0.0,286.835,287.415,,,,Ten
28,CVCV,,0.0,288.805,291.77,,,,Ten
28,V,,0.0,292.555,293.025,,,,Ten
28,VCVC,,0.0,302.13,303.55,,,,Ten
28,V,,0.0,305.22,305.79,,,,Ten
28,CV,,0.0,327.465,327.86,,,,Ten
28,CVCV,,0.0,330.685,331.405,,,,Ten
28,CV,,0.0,332.315,332.935,,,,Ten
28,CV,,0.0,370.945,371.245,,,,Ten
28,CV,,0.0,378.065,378.485,,,,Ten
28,V,,0.0,405.245,405.825,,,,Ten
28,V,,0.0,429.775,430.62,,,,Ten
28,V,,0.0,438.685,438.88,,,,Ten
28,V,,0.0,447.07,447.67,,,,Ten
28,CV,,0.0,452.03,453.38,,,,Ten
28,V,,0.0,470.495,470.745,,,,Ten
28,CV,,0.0,471.97,472.53,,,,Ten
28,CVCV,,0.0,474.23,475.5,,,,Ten
28,CV,,0.0,476.415,476.695,,,,Ten
28,CVCV,,0.0,477.725,479.935,,,,Ten
28,CV,,0.0,480.91,481.57,,,,Ten
28,VCVC,,0.0,482.33,485.74,,,,Ten
28,VCV,,0.0,489.88,490.38,,,,Ten
28,CVCV,,0.0,490.89,492.43,,,,Ten
28,CV,,0.0,494.05,494.41,,,,Ten
28,V,,0.0,505.46,505.77,,,,Ten
28,CV,,0.0,508.635,509.385,,,,Ten
28,CVCV,,0.0,510.68,513.67,,,,Ten
28,CVCV,,0.0,514.795,517.835,,,,Ten
28,CVCV,,0.0,519.345,522.085,,,,Ten
28,CVCV,,0.0,532.485,536.67,,,,Ten
28,V,,0.0,596.34,597.58,,,,Ten
28,CVCV,,0.0,600.26,601.49,,,,Ten
28,V,,0.0,609.505,611.125,,,,Ten
28,V,,0.0,622.685,623.215,,,,Ten
28,V,,0.0,630.91,631.33,,,,Ten
28,V,,0.0,632.3,632.86,,,,Ten
28,V,,0.0,636.71,637.12,,,,Ten
28,CVCV,,0.0,652.685,653.355,,,,Ten
28,V,,0.0,804.07,804.52,,,,Ten
28,CV,,0.0,807.565,807.855,,,,Ten
28,CV,,0.0,808.64,808.9,,,,Ten
28,V,,0.0,826.19,827.92,,,,Ten
28,V,,0.0,831.695,834.08,,,,Ten
28,VCV,,0.0,868.12,869.05,,,,Ten
28,V,1.5430699999999433,1.0,887.335,887.575,"Whee, oh it rolled back on its own. Whee",884.60601,888.87807,Ten
28,V,,0.0,888.925,889.555,,,,Ten
28,V,,0.0,890.59,890.91,,,,Ten
28,V,,0.0,892.19,892.79,,,,Ten
28,CV,,0.0,894.89,895.39,,,,Ten
28,V,3.4523969999999053,1.0,903.95,904.81,"whee, whee",903.7096,907.402397,Ten
28,V,,0.0,935.95,939.58,,,,Ten
28,V,,0.0,954.79,955.41,,,,Ten
28,V,,0.0,958.6,959.48,,,,Ten
28,V,,0.0,960.11,960.91,,,,Ten
28,CV,,0.0,962.2,962.51,,,,Ten
28,CVCV,,0.0,964.145,965.365,,,,Ten
28,CV,,0.0,966.655,967.175,,,,Ten
28,CV,,0.0,979.125,979.425,,,,Ten
28,V,,0.0,986.295,989.565,,,,Ten
28,CV,,0.0,1002.91,1003.28,,,,Ten
28,V,,0.0,1051.255,1051.955,,,,Ten
28,CV,,0.0,1074.775,1075.025,,,,Ten
28,CVCV,,0.0,1078.08,1078.87,,,,Ten
28,CVCV,,0.0,1080.215,1081.155,,,,Ten
28,V,,0.0,1091.435,1091.785,,,,Ten
28,CVCV,,0.0,1096.8,1097.76,,,,Ten
28,CV,,0.0,1101.65,1102.18,,,,Ten
28,,,0.0,1108.095,1108.105,,,,Ten
28,V,,0.0,1108.105,1108.575,,,,Ten
28,V,,0.0,1203.6,1203.88,,,,Ten
28,V,,0.0,1265.69,1266.0,,,,Ten
28,CVCV,,0.0,1318.125,1319.875,,,,Ten
28,CVCV,,0.0,1320.57,1321.98,,,,Ten
28,,,0.0,1321.98,1321.99,,,,Ten
28,V,,0.0,1323.515,1323.855,,,,Ten
28,VCVC,,0.0,1340.665,1342.855,,,,Ten
28,VCVC,,0.0,1344.72,1345.74,,,,Ten
28,CVC,,0.0,1357.38,1358.16,,,,Ten
28,V,,0.0,1506.36,1506.72,,,,Ten
28,V,,0.0,1536.81,1537.0,,,,Ten
28,VCVC,,0.0,1538.125,1539.415,,,,Ten
28,V,,0.0,1551.88,1553.52,,,,Ten
28,V,,0.0,1561.01,1561.35,,,,Ten
28,VCV,,0.0,1561.71,1562.41,,,,Ten
28,V,,0.0,1566.59,1567.04,,,,Ten
28,CVC,,0.0,1573.885,1575.475,,,,Ten
28,CV,,0.0,1578.01,1578.67,,,,Ten
28,CVCV,,0.0,1582.39,1584.19,,,,Ten
28,CVCV,,0.0,1587.26,1589.9,,,,Ten
28,CVCV,,0.0,1591.6,1597.65,,,,Ten
28,CVCV,,0.0,1601.49,1602.78,,,,Ten
28,CVCV,,0.0,1605.105,1605.785,,,,Ten
28,V,,0.0,1606.765,1607.315,,,,Ten
28,CVCV,,0.0,1608.5,1609.88,,,,Ten
28,CVCV,,0.0,1611.3,1612.79,,,,Ten
28,V,,0.0,1620.685,1621.745,,,,Ten
28,V,,0.0,1622.235,1623.825,,,,Ten
28,V,,0.0,1669.8,1670.44,,,,Ten
28,CVCV,,0.0,1686.42,1687.85,,,,Ten
28,VCVC,,0.0,1691.895,1696.97,,,,Ten
28,VCV,,0.0,1703.865,1705.475,,,,Ten
28,CV,,0.0,1708.82,1709.86,,,,Ten
28,V,,0.0,1713.595,1713.865,,,,Ten
28,VCV,,0.0,1714.96,1715.87,,,,Ten
28,CVCV,,0.0,1718.615,1721.485,,,,Ten
28,VCVC,,0.0,1724.7,1725.76,,,,Ten
28,V,,0.0,1727.84,1731.45,,,,Ten
28,V,,0.0,1735.615,1736.195,,,,Ten
28,V,,0.0,1737.785,1737.975,,,,Ten
28,V,,0.0,1738.79,1741.23,,,,Ten
28,V,,0.0,1743.0,1744.87,,,,Ten
28,V,,0.0,1745.815,1746.075,,,,Ten
28,CV,,0.0,1747.095,1747.365,,,,Ten
28,CV,,0.0,1748.79,1749.89,,,,Ten
28,V,,0.0,1753.83,1756.17,,,,Ten
28,V,,0.0,1757.86,1759.01,,,,Ten
28,VCVC,,0.0,1759.625,1761.065,,,,Ten
28,VCVC,,0.0,1762.895,1767.17,,,,Ten
28,CVCV,,0.0,1774.735,1776.265,,,,Ten
28,CVCV,,0.0,1777.94,1778.99,,,,Ten
28,V,,0.0,1781.735,1782.385,,,,Ten
28,V,,0.0,1791.26,1791.94,,,,Ten
28,V,,0.0,1793.06,1794.35,,,,Ten
28,V,,0.0,1799.355,1800.375,,,,Ten
28,CVCV,,0.0,1802.385,1803.436,,,,Ten
43,V,,0.0,6.99,7.259,,,,Ten
43,V,,0.0,41.493,41.495,,,,Ten
43,V,,0.0,41.495,42.162,,,,Ten
43,V,,0.0,42.845,43.404,,,,Ten
43,V,,0.0,65.594,66.126,,,,Ten
43,V,,0.0,71.819,72.101,,,,Ten
43,V,,0.0,80.043,80.206,,,,Ten
43,V,,0.0,81.059,81.209,,,,Ten
43,V,,0.0,126.004,126.087,,,,Ten
43,V,,0.0,139.144,139.236,,,,Ten
43,V,,0.0,167.101,167.486,,,,Ten
43,V,,0.0,168.752,168.942,,,,Ten
43,V,,0.0,197.287,197.46,,,,Ten
43,VCV,,0.0,243.158,244.478,,,,Ten
43,V,,0.0,307.246,307.461,,,,Ten
43,V,,0.0,320.128,320.413,,,,Ten
43,V,,0.0,356.687,356.911,,,,Ten
43,V,,0.0,380.312,380.594,,,,Ten
43,V,,0.0,384.051,384.37,,,,Ten
43,V,,0.0,385.62,386.304,,,,Ten
43,V,,0.0,458.933,459.072,,,,Ten
43,V,,0.0,481.739,481.966,,,,Ten
43,V,,0.0,520.616,521.397,,,,Ten
43,V,,0.0,536.854,537.08,,,,Ten
43,V,,0.0,544.864,544.998,,,,Ten
43,V,,0.0,555.851,555.974,,,,Ten
43,V,,0.0,573.361,573.599,,,,Ten
43,V,2.154734000000076,1.0,607.848,608.024,What would you like want to come to me ohhh like is a hug good [kiss],600.745719,610.002734,Ten
43,CV,0.06992300000001705,1.0,619.043,619.391,Do you remember this place when you were here four months ago,616.9985,619.112923,Ten
43,V,,0.0,621.919,622.794,,,,Ten
43,V V,,0.0,626.727,628.263,,,,Ten
43,V,1.705261000000064,1.0,686.209,686.384,Oh no you have had enough of this you do not want this anymore?,685.411643,687.914261,Ten
43,V,,0.0,737.694,737.809,,,,Ten
43,V,1.0261319999999614,1.0,744.374,744.495,Thank you [laughs] ,743.318747,745.400132,Ten
43,V,1.1738980000000083,1.0,760.167,760.498,Oh you is getting frustrated Oh dear you want the ball,756.327403,761.340898,Ten
43,V,0.9587040000000115,1.0,789.885,790.099,What yeah,789.803012,790.843704,Ten
43,V,,0.0,832.412,832.788,,,,Ten
43,V,,0.0,834.624,835.212,,,,Ten
43,V,0.8189219999999295,1.0,835.825,836.482,,835.774581,836.643922,Ten
43,CVCV,,0.0,851.561,851.829,,,,Ten
43,V,,0.0,919.585,919.789,,,,Ten
43,V,,0.0,951.037,951.199,,,,Ten
43,V,1.9711910000000898,1.0,965.146,965.374,Should we get it back say please,964.011632,967.117191,Ten
43,V,,0.0,974.736,974.993,,,,Ten
43,V,,0.0,975.607,975.859,,,,Ten
43,V,,0.0,1032.605,1032.705,,,,Ten
43,CV,1.6809299999999894,1.0,1083.511,1083.681,[unintelligible] [singing],1082.655469,1085.19193,Ten
43,V,,0.0,1096.279,1096.397,,,,Ten
43,V,,0.0,1114.028,1114.164,,,,Ten
43,V,,0.0,1114.953,1115.267,,,,Ten
43,VCV,,0.0,1164.983,1165.635,,,,Ten
43,V,,0.0,1188.194,1188.395,,,,Ten
43,V,4.546962000000121,1.0,1224.05,1224.168,Hey you are standing up I know you excited how about this does this look interesting,1221.792094,1228.596962,Ten
43,V,3.9583509999999933,1.0,1244.204,1244.799,Yeah yeah I know,1244.072727,1248.162351,Ten
43,V,1.5685929999999644,1.0,1281.512,1281.695,here and here you can have this too oh you just want to go look you want to go stand some more,1275.61647,1283.080593,Ten
43,V,,0.0,1283.133,1283.278,,,,Ten
43,V,7.1038240000000314,1.0,1306.202,1306.353,and this I will take out here and this will be out here so everything is out yeah do you want to come down ooooh perfect,1299.919567,1313.305824,Ten
43,V,6.474824000000126,1.0,1306.831,1307.027,and this I will take out here and this will be out here so everything is out yeah do you want to come down ooooh perfect,1299.919567,1313.305824,Ten
43,V,,0.0,1353.187,1353.417,,,,Ten
43,V,43.75699600000007,1.0,1366.426,1366.635,You concentrating should we sing your song [singing],1360.49294,1410.182996,Ten
43,V,13.414995999999974,1.0,1396.768,1396.939,You concentrating should we sing your song [singing],1360.49294,1410.182996,Ten
43,CVCV,3.5059960000000956,1.0,1406.677,1407.185,You concentrating should we sing your song [singing],1360.49294,1410.182996,Ten
43,V,,0.0,1436.555,1436.626,,,,Ten
43,V,,0.0,1443.566,1443.781,,,,Ten
43,V,,0.0,1466.539,1466.769,,,,Ten
43,V,,0.0,1505.274,1505.504,,,,Ten
43,V,,0.0,1509.585,1509.832,,,,Ten
43,V,,0.0,1524.144,1524.603,,,,Ten
43,V,,0.0,1525.176,1525.414,,,,Ten
43,V,,0.0,1526.455,1526.714,,,,Ten
43,V,,0.0,1671.382,1672.059,,,,Ten
43,V,,0.0,1714.373,1714.559,,,,Ten
43,V,,0.0,1766.568,1766.839,,,,Ten
43,V,,0.0,1769.598,1770.271,,,,Ten
43,V,,0.0,1780.523,1780.767,,,,Ten
47,VCV,,0.0,20.17,20.63,,,,Ten
47,V,,0.0,21.41,21.74,,,,Ten
47,CV,,0.0,41.425,41.745,,,,Ten
47,C,,0.0,78.175,78.495,,,,Ten
47,CV,,0.0,86.995,87.235,,,,Ten
47,VC,,0.0,99.195,99.575,,,,Ten
47,CV,,0.0,110.115,110.325,,,,Ten
47,V,,0.0,112.62,113.51,,,,Ten
47,VCV,,0.0,127.745,129.035,,,,Ten
47,VCVC,,0.0,144.06,147.35,,,,Ten
47,V ,,0.0,154.97,155.66,,,,Ten
47,VCVC,,0.0,188.74,190.17,,,,Ten
47,CVCV,,0.0,190.485,191.57,,,,Ten
47,C,,0.0,191.875,192.775,,,,Ten
47,V,,0.0,204.435,204.855,,,,Ten
47,VC,,0.0,256.415,257.445,,,,Ten
47,CVCV,,0.0,258.38,259.26,,,,Ten
47,VCV,,0.0,259.995,261.175,,,,Ten
47,V,,0.0,278.975,279.245,,,,Ten
47,V,,0.0,280.82,281.2,,,,Ten
47,VCV,,0.0,282.25,283.43,,,,Ten
47,VCVC,,0.0,284.81,285.85,,,,Ten
47,VCVC,,0.0,286.33,287.33,,,,Ten
47,VC,,0.0,287.77,288.49,,,,Ten
47,CV,,0.0,290.18,292.29,,,,Ten
47,VCVC,,0.0,298.555,299.84,,,,Ten
47,V,,0.0,300.35,301.39,,,,Ten
47,V,,0.0,483.18,483.46,,,,Ten
47,CVCV,,0.0,489.74,490.84,,,,Ten
47,V,,0.0,519.92,520.3,,,,Ten
47,CV,,0.0,522.2,522.61,,,,Ten
47,CV,,0.0,528.075,528.325,,,,Ten
47,VCVC,,0.0,537.65,539.24,,,,Ten
47,CV,,0.0,555.29,555.64,,,,Ten
47,V,,0.0,560.115,560.375,,,,Ten
47,CV ,,0.0,572.835,573.335,,,,Ten
47,CVCV,,0.0,574.55,575.75,,,,Ten
47,CV,,0.0,588.675,588.985,,,,Ten
47,V ,,0.0,589.53,590.32,,,,Ten
47,V,,0.0,590.76,591.18,,,,Ten
47,V,,0.0,591.56,595.27,,,,Ten
47,V,2.109911000000011,1.0,713.42,713.97,who is that that is audrey that is audrey baby yeah see you can see yourself seeyoursefl in the mirror ooh it is like a fun house mirror  yeaj ,699.601812,715.529911,Ten
47,V,0.5649109999999382,1.0,714.965,718.675,who is that that is audrey that is audrey baby yeah see you can see yourself seeyoursefl in the mirror ooh it is like a fun house mirror  yeaj ,699.601812,715.529911,Ten
47,V,,0.0,728.93,729.24,,,,Ten
47,V,0.2846440000000712,1.0,796.435,797.045,can you blow some raspberries,795.194614,796.719644,Ten
47,V,,0.0,800.91,801.77,,,,Ten
47,CVCV,,0.0,807.66,808.39,,,,Ten
47,VCVC,,0.0,912.04,914.82,,,,Ten
47,VC,,0.0,915.23,916.33,,,,Ten
47,V,,0.0,920.04,921.02,,,,Ten
47,CVCV,0.94380799999999,1.0,954.96,956.19,because a certain somebody and her brother woke up around midnight and needed a little help getting back to bed did you not oh which one did you want  this one oh very exciting are you flapping youwings like a little butterfly which one would you like to play iwth  ,937.046682,955.903808,Ten
47,V,6.5860850000000255,1.0,991.365,991.685,did you come in my room this monring and you saw the fan above the bed it was very exciting you haven ot been back in our room in a while  ,989.672347,997.951085,Ten
47,VCVC,,0.0,1010.095,1013.565,,,,Ten
47,V,,0.0,1019.33,1019.78,,,,Ten
47,CVC,,0.0,1034.43,1035.15,,,,Ten
47,CVCV,,0.0,1035.51,1036.34,,,,Ten
47,VC,,0.0,1036.895,1037.385,,,,Ten
47,CVCV,,0.0,1037.65,1039.77,,,,Ten
47,VCVC,,0.0,1107.22,1108.96,,,,Ten
47,CVCV,,0.0,1119.49,1120.09,,,,Ten
47,CVCV,,0.0,1120.82,1121.45,,,,Ten
47,CVC,,0.0,1194.415,1195.1,,,,Ten
47,CVC,,0.0,1204.317,1205.127,,,,Ten
47,CVC,,0.0,1206.187,1206.777,,,,Ten
47,CVCV,,0.0,1250.532,1251.182,,,,Ten
47,CVCV,,0.0,1252.707,1254.66,,,,Ten
47,CVCV,,0.0,1255.977,1256.817,,,,Ten
47,VCVC,,0.0,1257.137,1258.217,,,,Ten
