onset,offset,transcript,sub,tier
1153.761619,1154.345544,[kisses],27,CG
1155.829685,1156.656911,[kisses],27,CG
1156.973204,1157.459807,kisses,27,CG
1159.576533,1160.111797,oh,27,CG
1164.101947,1169.454588,what now where are you going to go watch out there are toys down here,27,CG
1171.790285,1175.318162,oh are you kicking them just plow just plow right through,27,CG
1179.892236,1183.347122,yeah the butterfly yeah very intrigued about this box huh,27,CG
1184.004037,1185.561169,(other),27,CG
1185.804471,1188.213159,oh reach good job,27,CG
1188.626772,1189.259357,kerplunk,27,CG
1194.076733,1200.28093,what do you have oh do you see ernie,27,CG
1203.614165,1205.68223,should we just take out all the toys,27,CG
1208.30989,1216.2172,there teake out all the toys box is empty all the toys are on the floor,27,CG
1219.672086,1222.202425,yup see empty box,27,CG
1232.956366,1234.197205,oyu like those toys,27,CG
1236.16795,1236.995176,(Voc),27,CG
1238.406327,1239.525515,(Voc),27,CG
1239.890468,1241.325949,really the butterfly,27,CG
1245.778372,1246.82457,(Voc),27,CG
1247.943759,1248.576343,(Voc),27,CG
1248.965626,1249.573881,yeah,27,CG
1252.615154,1253.345059,whaty do you think,27,CG
1258.600379,1260.133181,you really like that one do you not,27,CG
1264.196321,1266.459028,where are you going,27,CG
1268.04049,1270.66815,uh oh what did you find,27,CG
1272.614565,1275.97213,is that your shoe [x2],27,CG
1278.380818,1307.479717,you love shoes do you not. yes you do you are shaking your head you loves shoes you cannnot have them because you do not [unintelligible] oh no mommy is so mean mommy is so mean but you cannot eat your shoes sorry sorry no shoes no shoes no shoes ,27,CG
1288.429184,1293.173569,(other),27,CG
1300.983558,1302.029756,(other),27,CG
1309.13417,1309.547783,boo,27,CG
1311.518528,1312.832357,boo ok,27,CG
1314.243508,1318.695932,alright look who is in here  who is it who is in there,27,CG
1320.934308,1322.588761,mm who is in there look,27,CG
1326.359939,1328.330684,Peyton,27,CG
1331.225976,1342.490851,what are you doing I am going to get you I am going to: get you [x5]  oh does that tickle [x2] ready go that way go head,27,CG
1336.335314,1337.381512,(other),27,CG
1344.315615,1345.191501,do you want to play with the donuts,27,CG
1348.500406,1350.3495,do you want the donut with the star,27,CG
1352.660867,1354.461301,(other),27,CG
1360.178894,1360.543847,(other),27,CG
1365.580195,1377.696626,what are you doing oh see the honey pots hmm those nice honey pots  do not take them off leave them on the wall they are just to look at,27,CG
1379.399739,1379.399739,yeah just to look at ,27,CG
1380.88388,1384.095464,(other),27,CG
1384.241445,1396.893141,oh no our day is so fun just to look at  come here let us see what else we can find. you little stinker [x2],27,CG
1398.450272,1404.557148,let us look [x2] what who is in there ,27,CG
1400.8103,1401.394224,(voc),27,CG
1402.440422,1403.243318,(Voc),27,CG
1406.211601,1409.058232,who is it is it peyton  ,27,CG
1411.44259,1414.289222,where is baby peyton where is peyton,27,CG
1415.700372,1416.235636,(Voc),27,CG
1421.393635,1422.172201,is that peyton,27,CG
1425.481106,1426.843596,you getting the baby,27,CG
1431.052718,1431.685303,get it,27,CG
1433.534396,1437.792179,get the baby [x2],27,CG
1441.222734,1443.24214,(other),27,CG
1443.874724,1446.453724,where is mama huh where is mama,27,CG
1450.054591,1459.762334,yeah you like the mirror look there is a mirror over here look peyton look here is the mirro here let me show you  ,27,CG
1461.806069,1464.385069,petyon look who is in there,27,CG
1466.355814,1466.964068,who is that,27,CG
1469.470077,1478.739877,oh who is that who is that baby who did you find cow yeah a cow,27,CG
1480.126697,1481.197225,doggy yeah,27,CG
1482.997659,1483.678904,(voc),27,CG
1489.128865,1490.004752,(Voc),27,CG
1490.442695,1491.610544,what did you find,27,CG
1493.532628,1498.058042,what is that what do you have uh oh,27,CG
1507.644135,1510.150144,did you get that toy again with the balls,27,CG
1515.259482,1516.767953,what are you doing with the chair,27,CG
1524.723923,1525.891772,hi pretty girl,27,CG
1527.643545,1533.361138,hi pretty girl what are you snuggling mommy,27,CG
1537.156647,1538.640788,i love you,27,CG
1541.049476,1542.047014,that is fun the shapes,27,CG
1546.499437,1547.740277,that is a big cough say bless you,27,CG
1553.774162,1555.379954,look at the lights up on the ceiling,27,CG
1557.618331,1557.983284,(other),27,CG
1558.177925,1563.992839,what do you see somethign you want to go get go ahead go ahead,27,CG
1564.430782,1565.039037,(other),27,CG
1568.639904,1574.284507,oh waht did you get what is it can you show mama,27,CG
1579.004562,1581.023967,oh you are knocking on the door knock knock,27,CG
1584.649165,1585.962994,ready knock knock,27,CG
1591.704918,1592.678125,knock knock,27,CG
1597.057558,1599.490576,oh are you drumming drum drum drum,27,CG
1603.529387,1609.392961,oh reach oh you are not quite tall enough oh that one is up very high.,27,CG
1611.89897,1613.383111,what are you htinking,27,CG
1618.103167,1618.881732,what do you ahve,27,CG
1620.974128,1622.725901,ooh where did that ball go,27,CG
1631.192805,1633.601493,run that way  see you later bye bye  ,27,CG
1635.280276,1636.326474,bye bye,27,CG
1638.345879,1638.856813,kisses,27,CG
1653.746885,1654.087508,(other),27,CG
1655.863611,1656.544856,is that funny,27,CG
1656.106913,1656.544856,(other),27,CG
1659.829431,1661.02161,nothing else going to get you,27,CG
1661.994817,1663.819581,boop on your heiny,27,CG
1669.804806,1671.142966,kiij at yi bug gurk,27,CG
1675.400748,1682.456501,oh oh i love you snuggle snuggle oh snuggle snuggle,27,CG
1685.619425,1686.106029,love you,27,CG
1688.466056,1691.62898,what is that red oh bounce bounce bounce,27,CG
1693.648385,1694.378291,you can [unintelligible],27,CG
1706.397402,1711.701381,aw you rubbing your eyes aww are you tired baby ,27,CG
1711.847363,1714.012749,(other),27,CG
1714.012749,1721.190153,aww yeah i love you ok wake up you have got energy again just a little no,27,CG
1728.026934,1730.897896,what do you see is that green,27,CG
1733.184933,1734.474433,and orange,27,CG
1739.41346,1740.581309,bounce [x3],27,CG
1743.598252,1756.955522,tired baby [x2] night [x4] wake up  ,27,CG
1760.264427,1760.994333,(voc),27,CG
1761.237635,1762.040531,what,27,CG
1763.913955,1780.58013,what what do you want to do should we do one little two little three little bacons four little five little six little bacons sseven little eight little nine little bacons ten little bacon pies yeah  ,27,CG
1783.110469,1787.465572,what else want to sing some more songs ready  ,27,CG
1789.047034,1796.005466,here we go round the mulberry bush the mulberry  bush the mulberry bush here we go round the mulberry bush so early in the morning  ,27,CG
1798.389824,1802.866578,you kicking your legs singing what else what other songs you like do you like baa baa black sheep have you any wool three bags fool one for the master one for the dame,27,CG
4.127244,7.554546,"Yeah. Are you [unintelligible], I think you might be ",28,CG
30.628497,31.268099,(voc),28,CG
38.533014,38.943325,(other),28,CG
46.38926,46.811638,(voc),28,CG
47.113337,47.873619,What is that?,28,CG
50.383756,50.975086,[imitates baby],28,CG
51.795708,53.835194,"What is that, is that a toy? Oh look at that!",28,CG
61.051838,61.558692,(voc),28,CG
69.46321,71.128589,you are not used to wearing overalls,28,CG
73.071531,73.795609,Look at this,28,CG
91.64413,92.573364,You want to play that?,28,CG
101.901901,102.903542,"No, thing lifts up",28,CG
108.249651,108.949593,Just you,28,CG
110.277069,110.639108,(voc),28,CG
110.977011,111.483866,Yeah yeah,28,CG
113.330264,114.706012,yay,28,CG
122.164015,123.624239,[laughs] Yeah,28,CG
134.557816,135.161214,[laughs],28,CG
135.800816,136.886933,[sound effects],28,CG
140.04874,140.953838,(voc),28,CG
142.860576,144.38114,"bang, bang, bang, bang, bang",28,CG
145.600004,147.060228,(voc),28,CG
148.496316,150.185831,bang bang bang bang bang,28,CG
159.671252,161.16768,bang bang bang bang bang,28,CG
163.36405,165.355264,(voc),28,CG
167.599905,168.987722,Bang [x5],28,CG
169.603188,171.159955,(voc),28,CG
172.463296,174.007995,Bang [x5],28,CG
178.364531,179.112745,(voc),28,CG
182.491775,183.143445,(voc),28,CG
183.927863,184.157154,(voc),28,CG
184.507125,187.922359,Look at that. It goes on there,28,CG
190.770399,197.600868,"Oh! did you fall over? Whoopsy daisy, whoopsy daisy",28,CG
207.762095,209.644697,(voc),28,CG
210.742882,211.020445,(voc),28,CG
212.432397,214.544291,There is a whole bunch of stuff in here Maya,28,CG
217.99573,219.552497,There is a bunch of toys in here,28,CG
236.14595,237.413086,(voc),28,CG
246.982983,247.863944,(voc),28,CG
249.215556,249.43278,(voc),28,CG
260.004318,260.680124,(voc),28,CG
261.428338,262.454115,Is it way over there?,28,CG
273.737662,274.884119,(voc),28,CG
282.94552,285.902172,(voc),28,CG
286.891745,291.743067,(voc),28,CG
292.587825,293.179155,(voc),28,CG
302.145653,303.243838,(voc),28,CG
305.210917,306.091878,(voc),28,CG
325.521303,329.117556,What do you have. Did you get the circles again?,28,CG
327.476313,327.9711,(voc),28,CG
330.770868,331.374266,(voc),28,CG
331.615625,332.786218,Yeah you did,28,CG
332.303499,332.943101,(voc),28,CG
333.099985,333.5465,uh huh,28,CG
355.003342,355.280906,What?,28,CG
363.511258,364.416356,On the head,28,CG
369.774532,370.607222,Off it goes,28,CG
370.945125,371.258892,(voc),28,CG
372.357077,373.262174,On the head,28,CG
376.592933,377.968681,[laugh] off it goes,28,CG
378.077293,378.451399,(voc),28,CG
379.706468,383.278586,on the head. Down it goes,28,CG
386.126626,389.228093,On the head. Down it goes,28,CG
391.834773,395.346551,On the head. Down it goes,28,CG
405.254351,405.821545,(voc),28,CG
406.630099,407.317973,On the heady,28,CG
409.393663,410.033265,Where did it go?,28,CG
409.550547,409.70743,(other),28,CG
412.277907,413.014053,On the head ,28,CG
413.110596,413.38816,(other),28,CG
413.629519,414.257053,[laughs],28,CG
415.391442,416.127588,Where did it go?,28,CG
419.470414,422.390862,On the head. Where did it go?,28,CG
426.747398,427.037029,(voc),28,CG
427.242184,428.497253,[laughs],28,CG
429.788525,430.609147,(voc),28,CG
429.981612,430.560875,Where did it go?,28,CG
436.293158,436.944828,On the head,28,CG
447.106055,447.637046,(voc),28,CG
452.041853,452.379756,(other),28,CG
452.4763,453.441737,[laughs],28,CG
459.005069,464.314974,Who has got a circle on her head? Maya. Where did it go?,28,CG
467.404373,467.875024,Here it is,28,CG
471.9902,472.533259,(voc),28,CG
474.258978,476.720843,(voc),28,CG
477.819028,479.918854,(voc),28,CG
480.980835,486.061448,voc),28,CG
489.886993,492.421266,(voc),28,CG
494.122849,495.426189,(voc),28,CG
505.478805,505.780504,(voc),28,CG
508.640612,509.171602,(voc),28,CG
510.66803,513.443662,(voc),28,CG
514.831478,517.812266,(voc),28,CG
518.741499,522.120529,(voc),28,CG
526.259841,527.177007,What are you saying?,28,CG
532.43864,536.734836,(voc),28,CG
546.171985,546.521956,(other),28,CG
552.700754,555.826357,[laugh] you drag this thing right on. What is in there?,28,CG
558.698533,559.446747,Ooh careful,28,CG
587.589242,590.051107,"Hi Maya, hi Maya",28,CG
591.34238,592.042322,(other),28,CG
592.512972,594.455915,[laughs] Hi Maya,28,CG
596.326449,597.62979,(voc),28,CG
598.981402,599.789955,Hi Maya,28,CG
600.248538,601.527743,(voc),28,CG
609.697755,611.326931,(other),28,CG
613.716388,615.031796,(other),28,CG
617.240234,618.217739,(other),28,CG
622.670818,623.069061,(other),28,CG
628.728937,629.247859,(other),28,CG
630.973578,631.371821,(voc),28,CG
636.742066,637.164445,(other),28,CG
639.348747,641.557184,(other),28,CG
647.591167,648.291109,Want to check it out?,28,CG
652.683848,653.311383,(voc),28,CG
663.327794,667.117135,I know where that is going. Those eyes are wobbly huh?,28,CG
672.668399,676.6991,Yeah. That is some kind of caterpillar toy,28,CG
679.54714,681.815917,And that is a ball. Ball,28,CG
694.511417,695.151019,You want this,28,CG
700.062681,703.45378,Right in the mouth. Right in the mouth,28,CG
706.277683,708.980908,"I wonder, can you play, you can not play catch yet. Can you?",28,CG
721.326436,722.702185,Yeah? Does it feel good?,28,CG
726.744953,727.662118,Back in the box,28,CG
734.263296,737.123403,Look at this. It is a ball. You want the ball?,28,CG
741.612687,742.300561,Right in the mouth,28,CG
744.279707,750.470573,This is what I want to see. You can not be old enough to do this. Well that thing is just cool,28,CG
751.67737,753.523769,"boom, that made a big loud noise",28,CG
762.610947,768.150143,"Ball, and it jingles does it not? It makes a rattle noise",28,CG
791.356841,793.67389,[singing-'just you and i'],28,CG
802.531777,802.86968,(voc),28,CG
804.064408,804.510923,(other),28,CG
805.331545,806.84004,(other),28,CG
806.888312,807.479642,[laughs],28,CG
807.539982,808.964002,(voc),28,CG
809.470857,810.025983,(other),28,CG
809.772556,810.532838,[laughs],28,CG
812.511984,812.741275,(voc),28,CG
819.125229,819.53554,(other),28,CG
826.209125,827.934844,(voc),28,CG
828.465835,831.156991,This is what I want to know. Wheee,28,CG
831.736253,834.113642,(voc),28,CG
836.2014,843.237024,"Right in the mouth. Two balls. Yay, Wheee, wheee",28,CG
843.418044,843.852491,(other),28,CG
857.392748,858.575409,Whee,28,CG
860.071836,860.75971,(other),28,CG
864.428372,867.614315,yay! Whee,28,CG
868.121169,869.074539,(voc),28,CG
874.34824,877.968629,Good job. Whee,28,CG
879.235766,879.92364,(voc),28,CG
881.87865,882.940631,Good job,28,CG
884.60601,888.87807,"Whee, oh it rolled back on its own. Whee",28,CG
887.33337,887.562662,(voc),28,CG
888.926342,889.578012,(voc),28,CG
890.591721,892.776023,(voc),28,CG
894.887917,895.503383,(voc),28,CG
900.499521,902.804502,"Good job, good job",28,CG
903.7096,907.402397,"whee, whee",28,CG
903.975095,904.650901,(voc),28,CG
908.090271,911.010719,Get those [unintelligible] Whee,28,CG
911.083127,911.662389,(other),28,CG
918.323906,919.385887,"jingle, jingle. jingle",28,CG
932.41929,933.686426,"Jingle, jingle, jingle",28,CG
935.955204,939.563525,(voc),28,CG
940.215196,940.854798,(other),28,CG
945.05445,946.104363,Where did the ball go?,28,CG
948.855859,950.098859,Did that ball role away?,28,CG
952.681404,954.732958,"You are going to go get it, that a girl",28,CG
958.618843,959.427397,(voc),28,CG
962.227165,962.516796,(voc),28,CG
964.182175,967.175031,(voc),28,CG
979.134384,979.532627,(voc),28,CG
986.302756,989.512835,(other),28,CG
1002.594509,1003.222044,(voc),28,CG
1005.563229,1005.876996,(voc),28,CG
1030.664597,1031.630034,I do not know what that is,28,CG
1048.68207,1050.552604,You like that jingly ball do you not,28,CG
1054.571237,1056.115937,Jingle jingle jingle,28,CG
1059.929414,1060.846579,So far away,28,CG
1074.748875,1075.183322,(voc),28,CG
1078.067566,1078.888188,(voc),28,CG
1080.203596,1081.205237,(voc),28,CG
1096.84532,1097.79869,(voc),28,CG
1101.672507,1102.227633,(voc),28,CG
1117.397066,1118.181483,What is this?,28,CG
1132.759586,1133.785363,Peek-a-boo,28,CG
1137.091985,1138.12983,Peek-a-boo,28,CG
1142.051919,1143.05356,Peek-a-boo,28,CG
1144.71894,1144.996503,(voc),28,CG
1147.542844,1148.508281,Peek-a-boo,28,CG
1154.107817,1155.133594,Peek-a-boo,28,CG
1162.241626,1163.46049,Oh that is pooh's honey pot,28,CG
1176.397349,1180.560797,[sound effects],28,CG
1183.86742,1184.627702,peek-a-boo,28,CG
1215.002771,1230.389427,"One, two, three, four, five, six, seven, eight, nine",28,CG
1233.418486,1235.747604,"Boing it, no?",28,CG
1242.11949,1243.36249,and this goes next,28,CG
1265.700294,1266.026129,(other),28,CG
1285.47969,1288.376001,That is still the favorite. That is the best toy in this place,28,CG
1318.087333,1323.964432,(voc),28,CG
1336.732339,1337.528825,Want to get this?,28,CG
1340.7027,1342.971478,(voc),28,CG
1343.285245,1344.20241,[babababa],28,CG
1344.697197,1345.831585,(voc),28,CG
1347.038382,1347.88314,tell me about it,28,CG
1352.03452,1352.710326,It is a star,28,CG
1353.953326,1354.472249,(other),28,CG
1354.991171,1356.06522,You like that star?,28,CG
1357.392696,1358.225386,(voc),28,CG
1359.613202,1364.186961,I think that is a wrist rocket. We can strap it on your wrist. Oh these are all this toys,28,CG
1366.178175,1367.155681,And here is another star,28,CG
1418.987593,1420.677108,That is not so easy to pick up is it,28,CG
1444.173437,1445.150942,It rolled away,28,CG
1460.139355,1460.46519,(other),28,CG
1466.366425,1469.938543,What? Have you checked everything out now?,28,CG
1476.696604,1479.32742,You are very cautious about getting up and getting down,28,CG
1503.282332,1504.115021,Hi Maya,28,CG
1506.371731,1506.818246,(voc),28,CG
1507.687139,1508.664644,Hi Maya,28,CG
1510.040393,1511.054102,(other),28,CG
1511.621296,1512.441918,HI Maya,28,CG
1516.713977,1517.498395,HI Maya,28,CG
1522.060086,1526.114923,You go wiggle wiggle when she goes wiggle wiggle. Wiggle wiggle,28,CG
1528.830215,1529.711176,Wiggle wiggle,28,CG
1535.817567,1537.024363,(other),28,CG
1538.219092,1539.522432,(voc),28,CG
1540.149967,1541.284355,Wiggle wiggle wiggle,28,CG
1544.168599,1546.051202,"oh wiggle, you are making it wiggle",28,CG
1550.069834,1551.204223,Wiggle wiggle wiggle,28,CG
1552.16966,1553.666088,(voc),28,CG
1561.075819,1562.342955,(voc),28,CG
1565.770257,1571.164638,"Oh, what are you working so hard to say. What are you working so hard to say",28,CG
1566.687423,1567.06153,(voc),28,CG
1573.87993,1578.707116,(voc),28,CG
1582.351642,1584.222177,(voc),28,CG
1582.472322,1583.365351,Almost,28,CG
1587.251236,1589.942392,(voc),28,CG
1591.149189,1597.774502,(voc),28,CG
1601.455232,1602.806844,(voc),28,CG
1605.099757,1607.271991,(voc),28,CG
1608.502923,1609.939011,(voc),28,CG
1611.326827,1612.847391,(voc),28,CG
1620.691569,1623.961987,(voc),28,CG
1650.040861,1657.800563,So hard to move around in these new clothes huh. Yeah. Mommy just keeps putting you in pajamas,28,CG
1667.31012,1668.022129,You want to stand up?,28,CG
1669.79612,1670.459859,(voc),28,CG
1686.413709,1688.175632,(voc),28,CG
1691.844293,1697.033519,(voc),28,CG
1702.596851,1704.069143,[singing],28,CG
1703.839851,1705.601774,(voc),28,CG
1707.858484,1711.599553,What? What little sugar puss? What?,28,CG
1709.077348,1709.656611,(other),28,CG
1713.542495,1714.013146,(voc),28,CG
1714.966515,1715.171671,What?,28,CG
1715.171671,1715.944021,(voc),28,CG
1717.174953,1718.490361,[imitates baby],28,CG
1718.659313,1721.628032,(voc),28,CG
1724.717432,1726.008704,(voc),28,CG
1727.143093,1728.458501,You are trying to say something,28,CG
1727.806831,1731.584104,(voc),28,CG
1735.566533,1736.290611,(voc),28,CG
1738.776611,1741.4557,(voc),28,CG
1743.036603,1744.846798,(voc),28,CG
1745.739828,1746.089799,What?,28,CG
1747.0311,1747.429343,(voc),28,CG
1748.780955,1749.87914,(voc),28,CG
1755.008025,1761.09028,(voc),28,CG
1762.876339,1767.184602,(voc),28,CG
1773.146177,1774.063343,Are you hungy?,28,CG
1774.715013,1776.283848,(voc),28,CG
1776.404528,1777.04413,Yeah,28,CG
1777.900956,1779.011209,(voc),28,CG
1778.878461,1781.267918,"Are you trying to say you want something, huh?",28,CG
1781.750637,1782.402307,(voc),28,CG
1782.655734,1782.80055,[kiss],28,CG
1785.105531,1785.950289,Yeah,28,CG
1791.260194,1794.361661,(voc),28,CG
1797.137293,1797.909643,(voc),28,CG
1799.345731,1800.05774,No no no,28,CG
1799.635362,1800.407711,(other),28,CG
1802.326518,1803.436771,(voc),28,CG
1802.410994,1803.436771,Who noticed the mic,28,CG
133.688922,134.557816,(voc),28,CG
600.745719,610.002734,What would you like want to come to me ohhh like is a hug good [kiss],43,CG
607.75616,608.160874,(voc),43,CG
612.439276,613.92598,What would you like to do [kiss],43,CG
615.891732,617.502328,(voc),43,CG
616.9985,619.112923,Do you remember this place when you were here four months ago,43,CG
619.063366,619.600232,voc),43,CG
621.846806,623.102244,(voc),43,CG
623.333509,624.423759,Yeah what do you want,43,CG
626.835522,628.503934,(voc),43,CG
629.428994,629.998897,Uh huh,43,CG
632.600628,637.911464,You remember this [kiss] I bet you do,43,CG
643.544419,644.973306,Should we continue building this,43,CG
647.789783,648.954368,Ok how about this one ,43,CG
653.042802,653.843971,This one ,43,CG
656.495259,667.769427,This one this one andd this one [laughs] does it go on my head Is that where it goes,43,CG
670.305083,674.566966,[Laughs] Keeps falling off does it go right here,43,CG
673.526274,673.906209,(other),43,CG
677.796,683.346777,[kiss] You are a sweetie pie yeah you want to put this right here,43,CG
685.411643,687.914261,Oh no you have had enough of this you do not want this anymore?,43,CG
692.655193,694.70354,You want other Hold on,43,CG
704.078032,707.290964,Yeah look at that Up,43,CG
730.888253,731.755497,Yay,43,CG
737.512344,737.900538,(voc),43,CG
738.197879,738.899934,Thank you,43,CG
742.914033,743.360044,(other),43,CG
743.318747,745.400132,Thank you [laughs] ,43,CG
744.384218,744.590705,(voc),43,CG
746.160003,746.416046,(voc),43,CG
747.539333,748.076198,Thank you,43,CG
752.701498,753.320958,(voc),43,CG
756.327403,761.340898,Oh you is getting frustrated Oh dear you want the ball,43,CG
760.159795,760.481914,(voc),43,CG
763.529656,782.270381,Want to do the ball again [singing] thank you [laughs] did it go over there can you get it,43,CG
770.475866,770.831023,(other),43,CG
784.351766,785.549388,You want to bring it here,43,CG
789.803012,790.843704,What yeah,43,CG
789.852569,790.199466,(voc),43,CG
795.427707,797.23653,Should I go see what other new toys there are,43,CG
804.414004,804.752642,(other),43,CG
808.312471,808.49418,(other),43,CG
822.403117,824.129345,[sings],43,CG
825.054405,825.335227,(voc),43,CG
826.607,827.945218,[sings],43,CG
827.945218,828.696829,(voc),43,CG
830.092679,831.785869,(voc),43,CG
835.774581,836.643922,,43,CG
846.834613,849.865836,mmkay let me see what else there is,43,CG
851.492951,852.038075,(voc),43,CG
853.929493,863.122276,Oh there is another ball this is interesting we can get these also you want the ball here here is the ball,43,CG
875.057202,877.832382,Do you want to play bowling here,43,CG
880.896643,882.680688,(other),43,CG
888.941362,889.329556,(other),43,CG
908.673222,913.661938,look look I could put these right here we could put the blue one in here also,43,CG
914.471366,914.86782,(other),43,CG
919.542677,919.856536,(voc),43,CG
920.847672,922.078332,Can I have it thank you,43,CG
925.960281,930.692954,Yeah I do not think you will be able to get it out here here look take this and turn it over ,43,CG
933.963701,934.517086,There you go,43,CG
942.594842,942.875663,Here,43,CG
945.064421,949.788835,This makes noise two hands two hands good job,43,CG
951.052533,952.48142,(other),43,CG
952.564015,953.018286,Yuh,43,CG
955.190525,956.412925,That is how it makes noise,43,CG
960.96389,961.781577,Should we get it back,43,CG
964.011632,967.117191,Should we get it back say please,43,CG
965.052325,965.465298,(other),43,CG
970.825691,974.154255,nope [laughs] it went over there,43,CG
974.68286,975.971337,(other),43,CG
976.219121,979.291641,Ok ok yuh,43,CG
988.500944,991.722135,Here can you put it on top of this can you put it on top no,43,CG
993.95219,1004.821645,Look if you can put it on top it goes- it goes up high [wait x8] up there you go [laughs] look at that it popped right out,43,CG
1011.057541,1013.188483,Oh you want to eat it,43,CG
1025.825463,1027.708621,Here look at this look at this,43,CG
1030.764167,1032.51846,[Baby name] so how do we get it open,43,CG
1036.138783,1039.692064,Good job here,43,CG
1042.161482,1043.859905,Mhmm can you put it on top of this one,43,CG
1047.603141,1050.296036,[laughs] throwing it in the general direction doesn't work,43,CG
1057.715464,1058.821674,no,43,CG
1065.961756,1074.520915,[laughs] yeah you like the blue one do you not,43,CG
1082.655469,1085.19193,[unintelligible] [singing],43,CG
1083.426464,1083.873417,(voc),43,CG
1087.460219,1088.734037,[singing],43,CG
1096.186986,1096.522202,(other),43,CG
1113.964562,1115.405987,(other) (voc),43,CG
1116.534545,1121.540424,What would you like you want these kid look at these want to put these away,43,CG
1126.669215,1127.417862,Look at these,43,CG
1137.250839,1137.898922,All done,43,CG
1160.972897,1163.352924,looking around yeah,43,CG
1165.140738,1165.911733,(voc),43,CG
1166.045819,1172.023822,Yeah you need ma that is right here look at this do you want to feel this,43,CG
1175.934665,1181.935016,Cool here do you want to feel this one it kind of feels the same I guess they are all the same,43,CG
1186.326334,1187.253763,Look do you see that,43,CG
1188.14767,1188.561102,(voc),43,CG
1189.298575,1192.281989,There is something right there do you see this,43,CG
1194.807277,1197.46665,Can you get that can you get it,43,CG
1200.047807,1209.500873,There you go good for you I was going to take this away ok what else should we look at do you want to see what is in the box here,43,CG
1214.00393,1214.998401,Hold on a little bit,43,CG
1217.233169,1218.115902,Okay,43,CG
1221.792094,1228.596962,Hey you are standing up I know you excited how about this does this look interesting,43,CG
1224.004514,1224.250339,(voc),43,CG
1230.898772,1231.859722,Would you like this,43,CG
1236.049911,1241.78209,Do you want to put this down here so that when you are ready to sit down you ready to sit down not yet,43,CG
1243.949814,1244.966634,(voc),43,CG
1244.072727,1248.162351,Yeah yeah I know,43,CG
1249.637298,1249.916644,(other),43,CG
1250.911115,1254.028616,okay come let us sit down let us sit down let go let go,43,CG
1257.514853,1269.917813,[laughs] You are holding on you want to stay standing say ema I am standing oh oh you see something there that you want [unintelligible] [laughs] here this this what you want,43,CG
1272.387231,1273.526962,Ok here we go,43,CG
1275.61647,1283.080593,here and here you can have this too oh you just want to go look you want to go stand some more,43,CG
1281.538604,1281.806776,(voc),43,CG
1283.080593,1283.348766,(voc),43,CG
1288.298776,1293.796304,Yeah this is the best toy huh just standing up here,43,CG
1295.99755,1297.494844,How about if I take this out here,43,CG
1299.919567,1313.305824,and this I will take out here and this will be out here so everything is out yeah do you want to come down ooooh perfect,43,CG
1306.087525,1307.126692,(voc),43,CG
1330.412969,1338.212308,Do you see the star here I think you should check this one out I think you are going to like it do you want to stand again,43,CG
1340.290642,1348.995061,Yeah that is it you might just want to practice standing [laughs] yeah this is fun [laughs] it is moving,43,CG
1353.162903,1353.587508,(voc),43,CG
1360.49294,1410.182996,You concentrating should we sing your song [singing],43,CG
1396.629131,1397.06491,(voc),43,CG
1406.540325,1407.490101,(voc),43,CG
1413.054672,1413.535147,(other),43,CG
1413.088194,1435.636998,Yeah you want to sit oh good job yeah you want to sit down you got to rest a little you cannot do that the whole time yeah you want this did you see this ring you just want to go stand a little more ohhh you want to do a stand now ohhh,43,CG
1430.988681,1431.24568,(other),43,CG
1433.603359,1434.296137,(voc),43,CG
1436.553252,1436.754381,(other),43,CG
1438.296371,1440.497617, Here you want to stand over here baby,43,CG
1443.570422,1444.073245,(voc),43,CG
1444.475503,1445.481149,Yeah,43,CG
1451.269196,1453.839179,You see Eeyore yeah say hi Eeyore,43,CG
1456.129816,1458.163454,Did you say hi to him oooh,43,CG
1461.515606,1461.806125,(other),43,CG
1466.432094,1466.845526,(voc),43,CG
1468.007605,1468.655688,What is it,43,CG
1475.639336,1476.801415,kisses,43,CG
1480.734606,1481.941381,[kisses],43,CG
1489.785415,1493.595693,Yeah you see the flowers oops,43,CG
1495.674027,1497.305407,(other),43,CG
1499.283176,1502.724718,Good job come down come down come down can you do that,43,CG
1504.870095,1506.322694,Was that just a stretch,43,CG
1505.227658,1505.652264,(voc),43,CG
1509.451369,1510.010061,(voc),43,CG
1514.770115,1515.83163,Hey,43,CG
1519.440779,1520.569337,I am right here,43,CG
1524.279051,1526.904903,(voc),43,CG
1527.094858,1532.536517,Yeah come down do you want to come down yup stand up,43,CG
1542.112496,1565.398773,ooh good job you need a little rest I will pick you up in a second you want to do some more what what now your legs are not used to this you will get used to this ok ok come here yeah we have had enough of this come say bye bye to the box can you say bye bye to the box you say bye bye to the box you see the mirror,43,CG
1558.269865,1558.538037,(other),43,CG
1568.471579,1578.047557,Who is there who is there hey no ok no mirror here you want to lie down ,43,CG
1580.740452,1597.143646,Oh yeah oh come on sit up let us do rolling the ball should we do [singing] oh do you want to do that that is fine ,43,CG
1599.568369,1600.674579,Here let us take it out,43,CG
1606.272671,1606.585539,(other),43,CG
1611.703156,1615.144698,Yeah do you want to see the interesting things over here,43,CG
1630.005902,1633.939093,Yeah I got a lot here you take them ,43,CG
1636.475554,1639.179623,Yeah the tag is your favorite part I know that,43,CG
1641.570824,1642.319471,How about this one,43,CG
1647.046004,1648.208084,[laughs],43,CG
1657.627629,1659.940613,Ok if that is what you want to do,43,CG
